type,prix,adresse,image_lien
chaussures,7 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3777592_uploaded_image1_1657274783.jpg
chaussures,12 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3771424_uploaded_image1_1656942212.jpg
chaussures,1 250CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg
chaussures,1 500CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3704967_uploaded_image1_1653083833.jpg
chaussures,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg
chaussures,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3699436_uploaded_image1_1652782683.jpg
chaussures,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3690626_uploaded_image1_1652255965.jpg
chaussures,7 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3641537_uploaded_image1_1649258723.jpg
chaussures,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3673169_uploaded_image2_1651155111.jpeg
chaussures,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3673165_uploaded_image2_1651154980.jpeg
chaussures,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3673159_uploaded_image3_1651154872.jpeg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3669958_uploaded_image3_1650975432.jpeg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3669956_uploaded_image2_1650975375.jpeg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3669952_uploaded_image1_1650975316.jpg
chaussures,3 500CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_3641983_uploaded_image1_1649278750.jpg
chaussures,7 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3641151_uploaded_image2_1649247824.jpeg
