web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-enfant,container_vetements-enfant-href
"1752744342-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812386"
"1752744342-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447441_uploaded_image2_1637437933.jpeg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812386"
"1752744397-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744397-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2812730"
"1752744425-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3733511_uploaded_image1_1654724106.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Combinaison enfant","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3638113_uploaded_image1_1649106100.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536216_uploaded_image1_1642943146.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527123_uploaded_image1_1642357733.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527120_uploaded_image1_1642357377.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502825_uploaded_image1_1640879211.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468413_uploaded_image1_1638627289.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744425-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447441_uploaded_image2_1637437933.jpeg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812806"
"1752744480-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3733511_uploaded_image1_1654724106.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Combinaison enfant","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3638113_uploaded_image1_1649106100.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536216_uploaded_image1_1642943146.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527123_uploaded_image1_1642357733.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527120_uploaded_image1_1642357377.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502825_uploaded_image1_1640879211.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468413_uploaded_image1_1638627289.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744480-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447441_uploaded_image2_1637437933.jpeg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812818"
"1752744508-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3733511_uploaded_image1_1654724106.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Combinaison enfant","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3638113_uploaded_image1_1649106100.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536216_uploaded_image1_1642943146.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527123_uploaded_image1_1642357733.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527120_uploaded_image1_1642357377.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502825_uploaded_image1_1640879211.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468413_uploaded_image1_1638627289.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1752744508-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447441_uploaded_image2_1637437933.jpeg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
