web-scraper-order,web-scraper-start-url,container_chaussures-enfant,container_chaussures-enfant-href,type chaussures,prix,adresse,image_lien-src
"1752762734-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762734-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762734-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762734-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762734-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762734-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762734-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762734-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762738-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762738-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762738-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762738-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762738-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762738-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762738-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762738-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762738-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762738-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762738-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762738-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762742-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762742-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762742-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762742-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762742-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762742-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762742-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762742-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762742-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762742-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762742-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762742-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762749-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762749-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762749-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762749-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752762749-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1752762749-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752762749-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1752762749-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752762749-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1752762749-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1752762749-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762749-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762753-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188","Mocassins enfant en daim","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg"
"1752762753-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188","Mocassins enfant","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1752762753-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188","Chaussures mocassins enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_797188_uploaded_image1_1564528106.05.png"
"1752762756-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762756-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762756-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752762756-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
